ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
000609.SZ,20260403,26458,2150.29,21190,1724.44,47893,3897.12,33938,2763.2,27626,2240.43,25728,2092.25,7494,609.23,28616,2317.17,-24742,-2008.52
000610.SZ,20260403,69129,5613.88,50839,4127.17,47162,3830.81,46126,3751.6,12613,1024.96,28687,2334.27,3000,245.1,6252,501.71,-37921,-3066.54
000612.SZ,20260403,126047,14376.77,67267,7684.0,97107,11096.13,85967,9814.0,80441,9181.95,119008,13578.53,29104,3326.29,60457,6904.61,-42393,-4809.03
000615.SZ,20260403,24755,832.31,26675,900.5,37149,1250.58,53159,1793.35,46653,1571.8,28406,950.59,4199,141.93,4515,152.17,-24534,-816.62
000617.SZ,20260403,974159,104918.05,1497252,162121.03,1289427,139002.81,2185136,236673.73,1262104,136266.68,2020968,218976.43,4304321,467929.79,2126655,230346.15,-2059901,-224224.57
000619.SZ,20260403,61658,3458.31,68674,3847.7,38694,2167.96,36002,2017.68,14217,795.65,9269,518.28,2186,121.1,2810,159.37,-11875,-667.19
000620.SZ,20260403,421218,11124.34,315627,8330.44,337711,8913.1,430968,11377.48,282564,7459.18,280362,7398.91,60497,1592.04,75033,1981.83,-244344,-6418.22
000623.SZ,20260403,29232,5128.05,22077,3877.42,23224,4075.92,21663,3802.68,10497,1840.58,9809,1720.53,3049,536.64,12453,2180.57,-10256,-1802.34
000625.SZ,20260403,117140,11768.17,135607,13628.69,168964,16976.9,159776,16060.11,112252,11288.4,128579,12918.35,60542,6082.48,34937,3508.8,41375,4188.96
000626.SZ,20260403,83235,6378.02,71710,5484.64,45877,3521.11,52033,3993.3,26239,2009.53,30374,2336.89,1660,125.85,2894,219.68,-28523,-2190.88
000628.SZ,20260403,15908,7941.76,17116,8553.2,16725,8353.27,16010,8000.58,15437,7693.59,11923,5948.39,8780,4384.38,11801,5870.83,-1574,-769.73
000629.SZ,20260403,342912,11080.26,242265,7841.2,221019,7139.55,212392,6876.19,155220,5019.1,199529,6452.06,80177,2600.4,145142,4669.87,-194121,-6245.25
000630.SZ,20260403,565645,32619.35,380980,21976.27,347500,20042.08,382371,22062.38,232408,13403.25,293428,16918.87,58585,3383.75,147359,8490.91,-294361,-16926.89
000631.SZ,20260403,255239,8625.2,222459,7530.05,248653,8410.06,255833,8667.23,172420,5828.1,190077,6432.57,54210,1855.43,62153,2088.95,-171368,-5803.47
000632.SZ,20260403,222101,9980.77,144099,6494.83,180994,8182.37,162149,7295.78,71367,3241.29,126508,5721.54,3351,147.78,45057,2040.05,-60061,-2681.36
000633.SZ,20260403,38136,2450.44,45690,2934.93,21760,1400.14,18119,1165.34,12359,793.44,8368,537.21,1597,102.21,1675,108.75,-21202,-1360.34
000635.SZ,20260403,39254,3194.38,46929,3811.98,25384,2065.12,17268,1409.24,13930,1130.85,10512,854.55,1564,127.78,5423,442.36,-3746,-304.44
000636.SZ,20260403,116377,21753.89,107909,20183.3,84747,15848.64,93434,17472.41,61408,11484.0,56679,10595.1,21678,4054.58,26188,4890.3,-3809,-661.76
000637.SZ,20260403,85191,3713.25,84079,3668.19,57136,2493.1,49821,2178.99,17814,778.62,34584,1508.06,8343,370.28,0,0.0,-48866,-2136.35
000638.SZ,20260403,9036,103.91,2645,30.42,1800,20.7,4295,49.39,2000,23.0,5896,67.8,0,0.0,0,0.0,12836,147.61
000639.SZ,20260403,424487,9582.07,425311,9588.47,329289,7449.65,279817,6337.79,210991,4784.7,241360,5476.16,54856,1234.92,73135,1648.92,-50350,-1104.49
000650.SZ,20260403,103848,6090.67,100212,5885.59,71965,4223.89,73531,4315.44,57608,3385.41,64876,3804.09,21007,1231.57,15807,926.42,-11903,-679.84
000651.SZ,20260403,67140,25216.13,51966,19526.89,61958,23277.97,60901,22873.01,30993,11645.4,40388,15170.93,12044,4523.49,18880,7092.16,-44704,-16777.0
000652.SZ,20260403,59928,2300.85,42118,1616.91,30815,1184.1,28230,1083.92,14187,547.01,38434,1475.63,13734,524.22,9882,379.72,-32106,-1233.78
000655.SZ,20260403,27063,2304.25,27001,2299.53,16794,1430.69,14520,1238.05,7021,596.73,9357,794.1,0,0.0,0,0.0,-9717,-828.71
000656.SZ,20260403,63684,860.56,70237,946.32,117042,1581.35,133450,1801.57,219404,2962.21,188217,2545.18,0,0.0,8227,111.06,-86306,-1154.18
000657.SZ,20260403,124946,58045.16,115013,53467.48,112786,52457.73,119800,55711.26,81320,37849.89,87928,40916.18,36262,16900.91,32573,15158.78,29054,13602.26
000661.SZ,20260403,12346,10520.82,7975,6802.48,14149,12056.02,12998,11080.32,7305,6224.13,12230,10418.75,3334,2842.46,3931,3341.89,-8100,-6903.22
000663.SZ,20260403,46400,2981.61,61682,3955.04,34023,2186.84,24558,1579.84,10244,654.9,10105,651.22,7678,490.95,2000,128.2,-11677,-754.62
000665.SZ,20260403,44283,2085.55,33111,1559.94,36315,1712.75,31660,1492.25,10656,503.37,28750,1357.16,2267,107.68,0,0.0,-22579,-1059.2
000668.SZ,20260403,2649,378.77,4551,651.26,4165,595.86,4393,628.32,3817,547.06,1687,242.12,0,0.0,0,0.0,-3554,-508.17
000669.SZ,20260403,60987,2997.42,67340,3328.92,116235,5732.26,126334,6235.45,86071,4262.9,74597,3680.79,8596,435.82,3618,183.23,18287,911.15
000670.SZ,20260403,371227,27052.44,272467,19854.52,254312,18541.96,291387,21213.54,129671,9448.23,188977,13796.96,25557,1842.82,27936,2020.42,-147503,-10638.59
000672.SZ,20260403,36863,4690.56,32840,4179.02,17135,2179.16,18036,2295.62,8073,1026.23,11195,1421.31,0,0.0,0,0.0,337,42.53
000676.SZ,20260403,51459,3827.15,43836,3263.2,34993,2601.92,32719,2433.25,16531,1235.22,26855,1999.62,1803,134.5,1377,102.72,-26669,-1984.83
000677.SZ,20260403,305953,13929.33,253267,11561.05,315773,14381.56,318596,14518.75,182499,8309.39,209593,9568.46,37919,1750.67,60688,2722.7,-171067,-7723.68
000678.SZ,20260403,136151,17810.92,123177,16130.11,121921,15970.88,122487,16043.66,55669,7296.75,71742,9397.75,13524,1774.25,9859,1281.28,-15834,-2056.7
000679.SZ,20260403,22921,1464.61,30823,1968.81,20417,1302.47,11993,765.29,10611,676.3,8620,549.31,0,0.0,2513,159.97,-9385,-595.86
000680.SZ,20260403,68270,7664.05,59828,6716.66,37065,4156.96,43113,4840.49,18620,2093.17,18286,2053.23,900,101.52,3628,405.32,-799,-78.7
000681.SZ,20260403,92999,18011.89,53892,10456.37,54783,10624.79,64426,12488.83,30689,5957.53,45613,8837.41,4814,932.28,19354,3743.89,-17252,-3345.91
000682.SZ,20260403,54495,6462.4,39568,4708.17,40785,4840.44,48501,5753.05,38577,4574.2,33194,3932.5,2343,276.71,14937,1760.03,-27994,-3320.81
000683.SZ,20260403,168756,14098.2,117097,9774.6,97239,8113.33,138404,11538.15,120156,9998.74,122737,10242.03,19902,1649.11,27816,2304.61,17773,1500.0
000685.SZ,20260403,50240,5412.93,69986,7544.92,48481,5226.26,33023,3572.77,22803,2462.96,25411,2736.98,6896,752.51,0,0.0,-16365,-1762.46
000686.SZ,20260403,41753,3341.05,31217,2500.53,33176,2655.01,38037,3046.27,25282,2024.39,32199,2573.2,7046,564.74,5804,465.19,-18678,-1490.69
000688.SZ,20260403,67104,26606.34,78146,31076.12,69724,27740.26,65256,25919.43,46713,18633.96,42614,16956.86,20244,8054.88,17769,7083.02,6483,2677.08
000690.SZ,20260403,254240,11792.18,204353,9481.56,300230,13926.43,299414,13900.57,287328,13320.18,286406,13288.78,71297,3311.37,122922,5679.24,-303405,-14036.8
000691.SZ,20260403,14514,1123.94,10536,817.3,18456,1429.85,17243,1335.63,8310,643.45,13500,1044.3,0,0.0,0,0.0,-6808,-524.31
000692.SZ,20260403,158790,6420.54,149999,6062.01,139559,5645.08,144959,5862.4,88094,3560.45,94921,3839.41,14741,600.26,11305,462.5,-62896,-2541.48
000695.SZ,20260403,95552,11515.51,101255,12153.55,93154,11254.61,89737,10828.61,61297,7358.91,63270,7662.11,14985,1803.72,10726,1288.48,-68162,-8243.44
000697.SZ,20260403,10846,1002.79,9153,846.76,19033,1759.49,14720,1361.87,12536,1157.75,14628,1350.51,2283,210.33,6197,571.22,-13830,-1274.69
000698.SZ,20260403,23862,890.16,18527,691.75,33209,1240.29,22989,858.37,6402,239.52,21957,819.84,0,0.0,0,0.0,-25779,-962.66
000700.SZ,20260403,95442,11077.79,73641,8549.2,65842,7644.56,56766,6590.6,58514,6800.11,66342,7701.03,21123,2458.93,44172,5140.57,-48316,-5595.07
000701.SZ,20260403,47074,2742.91,54067,3154.6,35961,2097.76,31748,1857.29,20004,1171.19,21960,1280.22,6439,381.93,1703,101.67,-20152,-1175.14
000702.SZ,20260403,45449,2847.65,41052,2574.18,22419,1409.58,21292,1338.61,5569,349.43,11093,693.88,0,0.0,0,0.0,-10420,-651.07
000703.SZ,20260403,82158,10541.27,99487,12764.32,104598,13435.44,74766,9604.62,81716,10491.47,78794,10116.44,16536,2121.79,31962,4104.59,39072,5047.38
000705.SZ,20260403,37997,3389.18,34841,3106.8,21761,1943.73,27102,2419.56,15013,1342.23,15319,1371.72,2491,222.94,0,0.0,-8566,-755.56
000707.SZ,20260403,57439,3343.27,73893,4296.48,52058,3029.74,40702,2371.91,26300,1528.92,18978,1104.77,0,0.0,2224,128.77,-38183,-2223.45
000708.SZ,20260403,51988,8648.84,62019,10322.99,64724,10777.34,49630,8263.05,13162,2193.87,19036,3173.04,4178,697.07,3366,558.03,895,156.84
000709.SZ,20260403,205584,4702.01,172251,3938.69,218657,5000.13,205319,4693.95,192009,4390.64,210128,4807.35,86536,1977.1,115088,2629.89,-137734,-3133.67
000710.SZ,20260403,97021,10118.94,68774,7173.06,38820,4058.49,51591,5389.38,17482,1831.48,25472,2663.58,2655,278.51,10141,1061.4,-20596,-2139.68
000711.SZ,20260403,547248,22315.72,471097,19251.7,886838,36193.29,824645,33679.25,753413,30786.35,745291,30412.41,144160,5884.47,290625,11836.48,-41722,-1463.16
000712.SZ,20260403,48398,4844.38,53556,5361.38,34760,3479.82,32920,3295.12,25890,2590.26,17103,1712.73,2803,280.56,8272,825.8,-13630,-1361.08
000713.SZ,20260403,46211,2911.07,44702,2812.57,30349,1912.13,26190,1650.92,21343,1340.6,17472,1101.07,0,0.0,9540,599.25,-21507,-1358.55
000715.SZ,20260403,38937,2217.48,39253,2235.12,17626,1003.78,15850,902.79,6606,377.17,4360,248.11,0,0.0,3706,212.41,-12846,-731.56
000716.SZ,20260403,32728,1677.87,25206,1293.95,19081,979.08,22593,1158.61,8791,451.45,12801,655.84,0,0.0,0,0.0,-19170,-982.72
000717.SZ,20260403,103701,2476.97,71239,1701.07,66598,1590.78,75051,1792.21,50724,1211.06,67433,1608.87,9700,231.33,17000,408.0,-60811,-1448.07
000718.SZ,20260403,122732,2474.0,147554,2976.58,108614,2187.81,88389,1786.1,61036,1230.15,55609,1122.16,22327,456.02,23157,463.14,-103292,-2073.27
000719.SZ,20260403,28026,3633.82,23861,3095.44,14689,1905.9,14740,1909.76,3718,483.05,7832,1017.56,0,0.0,0,0.0,-9859,-1276.18
000720.SZ,20260403,804286,45575.42,494491,28181.81,769225,43659.75,696171,39729.85,628596,35884.57,761009,43283.87,744461,42962.99,994897,56887.19,56097,3019.55
000721.SZ,20260403,29788,2250.79,28668,2168.25,19157,1450.02,22420,1695.65,12181,920.86,13817,1044.55,3779,286.78,0,0.0,-20187,-1529.08
000722.SZ,20260403,143657,18762.37,102179,13342.89,137241,17923.23,144880,18909.82,91396,11900.98,106149,13855.95,21912,2867.16,40998,5345.08,-73614,-9622.04
000723.SZ,20260403,348365,15602.35,179428,8037.41,322249,14434.02,300021,13439.43,157476,7044.74,273689,12250.39,58328,2608.96,133281,5962.84,-286917,-12829.8
000725.SZ,20260403,645251,25400.75,678983,26723.43,622056,24491.77,641657,25266.02,680717,26806.33,639638,25190.37,822490,32400.65,810237,31919.68,-570553,-22383.07
000726.SZ,20260403,30413,2073.62,30301,2069.28,21835,1489.53,18661,1273.42,12158,831.07,11808,804.76,5364,363.74,9000,610.5,-13082,-895.86
000727.SZ,20260403,254241,6448.44,263515,6684.67,208500,5289.31,191211,4852.99,189403,4807.56,188679,4787.84,53195,1351.27,61934,1571.07,-104185,-2629.03
000728.SZ,20260403,54252,4122.32,37577,2857.7,35605,2704.42,37096,2818.11,31515,2396.0,44795,3401.54,3218,245.46,5123,390.85,-12370,-935.59
000729.SZ,20260403,296156,41186.89,334752,46594.91,261927,36537.36,256301,35790.13,208256,29087.19,211276,29571.63,113208,15943.27,77219,10798.05,-44537,-6211.61
000731.SZ,20260403,99027,6873.42,118571,8215.1,108683,7544.77,92797,6451.54,77226,5356.1,63607,4418.8,9226,638.63,19187,1327.48,-60931,-4258.45
000733.SZ,20260403,24390,10797.33,18609,8243.47,25324,11216.83,21211,9397.13,16861,7468.39,19894,8810.78,3242,1434.52,10103,4465.69,-11232,-4968.81
000735.SZ,20260403,132176,8571.88,101702,6599.47,77846,5061.5,79893,5186.78,27409,1775.34,43553,2825.77,10839,701.86,23122,1498.56,-67345,-4373.83
000736.SZ,20260403,16009,774.59,8932,432.76,22712,1100.3,18966,920.67,11879,575.38,22811,1107.03,3000,148.66,2891,138.48,-15388,-747.63
000737.SZ,20260403,107415,13913.06,71806,9303.59,62692,8122.77,75933,9841.7,30135,3907.54,45651,5910.21,5284,683.89,12136,1571.75,-38417,-4962.81
000738.SZ,20260403,61807,12961.45,41038,8610.22,44691,9380.5,48913,10263.37,38252,8013.98,45618,9570.18,18367,3849.12,27548,5761.27,-12031,-2524.43
000739.SZ,20260403,67884,12115.54,56666,10104.84,29837,5328.83,35135,6274.85,13203,2351.42,19123,3416.1,0,0.0,0,0.0,-14045,-2506.11
000750.SZ,20260403,124384,4671.9,110549,4151.63,108270,4067.25,108687,4084.87,91278,3430.19,90656,3404.85,26634,999.23,40676,1527.22,-48928,-1828.76
000751.SZ,20260403,169771,8680.2,140505,7192.08,99038,5069.48,102030,5221.32,45796,2341.63,72672,3708.89,9661,497.78,9059,466.8,-49508,-2524.18
000752.SZ,20260403,2217,203.74,0,0.0,2673,245.65,300,27.57,2072,190.42,0,0.0,0,0.0,6662,612.24,6962,639.81
000753.SZ,20260403,190123,13462.22,160308,11358.41,174963,12400.26,161163,11410.92,77599,5492.97,108505,7678.22,11802,829.34,24511,1737.23,-113945,-8047.6
000755.SZ,20260403,40365,2030.73,50966,2562.4,27384,1377.84,23486,1183.51,14783,740.77,20371,1022.06,20649,1037.28,8358,418.66,-10281,-520.26
000756.SZ,20260403,37793,5614.52,23755,3532.32,19882,2954.41,22240,3307.13,6910,1025.05,16420,2435.27,1000,148.9,3170,468.16,-12221,-1813.42
000757.SZ,20260403,47531,2189.12,67391,3096.35,42476,1951.63,44159,2033.14,28912,1334.36,16248,752.59,8879,406.96,0,0.0,-23990,-1093.99
000758.SZ,20260403,100059,6413.6,70261,4505.93,63178,4051.52,73187,4694.81,41529,2662.99,59085,3786.18,5285,338.6,7517,479.78,-35028,-2243.76
000759.SZ,20260403,65092,3527.29,55149,2988.87,32784,1775.24,30912,1675.32,12511,678.17,16826,910.23,0,0.0,7500,406.28,-33229,-1793.98
000761.SZ,20260403,128444,3855.85,105347,3175.46,72436,2173.49,41883,1263.35,38665,1161.26,92002,2741.04,6887,205.25,7200,216.0,-49199,-1475.39
000762.SZ,20260403,189186,58008.57,156039,47914.19,166737,51379.1,169995,52301.67,115291,35677.31,144849,44801.28,61488,19067.23,61820,19115.07,27803,8575.05
000766.SZ,20260403,45147,8749.01,37461,7263.6,38634,7481.65,43574,8452.23,32774,6358.44,31048,6019.94,18629,3586.77,23102,4440.11,-24400,-4759.43
000767.SZ,20260403,883613,31579.13,566672,20277.48,618507,22137.09,721161,25816.87,452449,16186.25,619433,22143.54,173865,6186.65,221167,7851.24,-437709,-15649.56
000768.SZ,20260403,65506,15755.77,46688,11237.61,57816,13914.61,62085,14942.52,38428,9245.62,47046,11322.17,17691,4268.65,23622,5682.36,-32681,-7870.54
000776.SZ,20260403,83743,15028.69,66023,11853.28,83294,14955.85,68293,12262.29,46051,8269.45,72306,12983.28,19575,3520.0,26041,4675.15,-30552,-5452.14
000777.SZ,20260403,30969,6644.74,18671,4013.03,22725,4882.71,27608,5926.85,13223,2837.41,19058,4090.53,2702,582.29,4282,916.73,208,38.46
000778.SZ,20260403,164923,7557.72,139894,6416.85,145429,6665.1,121542,5573.89,84661,3879.79,126405,5788.85,38944,1790.79,46116,2113.82,20168,946.43
000779.SZ,20260403,31217,2670.21,35356,3021.44,24192,2069.22,19236,1646.12,10515,898.51,11332,970.38,0,0.0,0,0.0,-9602,-820.59
000782.SZ,20260403,48402,2531.66,50173,2625.77,44196,2311.82,35865,1876.26,18736,980.85,21608,1131.59,9135,477.32,12823,668.04,-34173,-1782.83
000783.SZ,20260403,101868,6975.22,77997,5336.72,84776,5804.46,82929,5682.55,78027,5343.97,75141,5140.37,21488,1469.24,50093,3433.25,-62351,-4253.68
000785.SZ,20260403,151358,3568.72,109061,2569.05,131803,3108.15,145641,3430.13,90136,2121.03,124034,2925.79,31116,733.56,25677,606.49,-123391,-2904.46
000786.SZ,20260403,67162,17302.8,54584,14066.46,26807,6906.7,29262,7541.32,9903,2553.06,15806,4072.89,4491,1157.95,8711,2239.85,-15065,-3862.67
000788.SZ,20260403,787289,58753.61,695344,51838.17,697066,52101.31,615244,45917.42,490751,36793.65,521757,38977.83,182672,13571.94,325433,24487.09,-108190,-8137.93
000789.SZ,20260403,41757,2147.73,50612,2601.73,40827,2101.38,27670,1427.49,27585,1418.42,27883,1433.23,3533,180.82,7537,385.9,-45502,-2341.67
000790.SZ,20260403,140661,5761.98,134945,5519.43,67771,2775.94,56601,2320.68,36937,1520.13,53823,2217.93,0,0.0,0,0.0,-55703,-2263.3
000791.SZ,20260403,167313,12199.78,204302,14922.54,179442,13104.61,170458,12461.64,148394,10854.06,126497,9228.3,42458,3102.06,36350,2648.03,-47032,-3345.54
000792.SZ,20260403,155362,56061.47,125557,45366.43,180100,65037.05,170072,61434.71,151461,54665.69,146197,52802.0,78420,28329.33,123517,44490.41,-34270,-12288.55
000793.SZ,20260403,26587,691.97,19659,513.49,48096,1253.56,43616,1138.3,44584,1163.14,49804,1297.91,8907,233.02,15095,392.0,-19138,-493.46
000795.SZ,20260403,38427,3306.15,32062,2760.12,21397,1840.99,22912,1971.61,5727,492.36,10577,907.77,0,0.0,0,0.0,-7233,-619.22
000796.SZ,20260403,144503,7358.93,126242,6428.85,92474,4714.83,88620,4515.77,55305,2822.01,61889,3151.84,15210,770.69,30741,1569.99,-68627,-3483.31
000797.SZ,20260403,127449,3524.17,103741,2869.93,91558,2529.23,84379,2334.97,60499,1674.0,82769,2289.35,4278,120.21,12896,353.35,-106795,-2950.82
000798.SZ,20260403,53827,5369.42,47706,4762.01,34424,3435.57,31966,3186.72,15757,1573.28,22136,2211.06,685,68.02,2885,286.51,-24473,-2440.64
000799.SZ,20260403,26956,11326.94,16932,7127.61,22992,9664.47,25705,10794.16,11049,4627.88,16127,6769.0,1539,646.65,3773,1575.17,-14964,-6298.96
000800.SZ,20260403,50108,3332.25,39199,2607.69,34244,2277.67,39109,2603.43,21625,1440.35,26137,1736.51,0,0.0,1532,102.64,-19253,-1279.0
000801.SZ,20260403,60079,8008.72,42978,5722.44,32644,4350.94,31359,4178.99,20330,2708.8,29940,3995.64,5094,681.34,13871,1852.73,-15137,-2003.79
000802.SZ,20260403,53938,2051.28,38365,1459.82,27069,1030.3,31528,1201.29,8695,331.65,19809,752.11,0,0.0,0,0.0,-11396,-432.21
000803.SZ,20260403,50895,4195.32,59627,4918.42,38230,3157.03,31899,2635.25,31737,2619.77,25751,2128.63,5337,443.22,8922,733.04,-8434,-699.58
000807.SZ,20260403,133225,42519.05,120545,38484.47,141867,45307.59,141761,45261.75,106028,33853.06,103174,32962.71,45220,14449.24,60860,19420.01,-49850,-15832.63
000809.SZ,20260403,125789,4311.45,106831,3656.89,80659,2763.06,103038,3533.72,72728,2485.55,37471,1281.45,23894,814.39,55729,1902.37,-39358,-1351.38
000810.SZ,20260403,60893,6470.06,50761,5394.3,19838,2108.0,25149,2673.99,7840,834.4,11873,1261.12,1212,129.65,2000,212.7,3455,370.21
000811.SZ,20260403,49175,8281.77,57473,9681.16,41211,6943.04,35841,6039.38,19638,3312.8,17642,2972.45,8643,1455.34,7712,1299.97,-10074,-1682.42
000812.SZ,20260403,59936,2451.49,53825,2202.41,35970,1472.66,40312,1648.35,16047,655.93,17816,729.31,0,0.0,0,0.0,-35679,-1460.03
000813.SZ,20260403,193482,6834.09,117344,4154.08,114963,4064.66,103049,3642.56,51487,1819.59,116780,4122.22,6692,237.76,29450,1037.24,-110884,-3895.3
000815.SZ,20260403,605190,119581.84,660407,130652.03,582330,115380.28,528615,104624.25,347792,69036.44,410114,81485.88,123121,24516.15,59297,11752.56,74944,15417.63
000816.SZ,20260403,158347,4961.25,98261,3077.53,84672,2654.81,98011,3070.68,50894,1590.93,80181,2511.07,5556,174.46,23016,722.18,-78922,-2470.0
000818.SZ,20260403,90513,17651.83,66566,13011.89,72372,14125.69,83129,16223.56,51841,10116.51,48252,9406.7,11141,2176.11,27920,5428.0,-9131,-1770.52
000819.SZ,20260403,14455,2059.73,11104,1585.36,9388,1338.59,9877,1409.13,6217,890.0,8348,1189.96,0,0.0,732,103.87,-7943,-1131.98
000820.SZ,20260403,10072,340.26,12751,431.36,15691,531.07,10155,343.34,5851,197.49,9176,309.89,468,15.77,0,0.0,-7356,-247.1
000821.SZ,20260403,73830,8241.48,37587,4201.87,92828,10370.97,73140,8170.89,67025,7479.33,101289,11301.35,14688,1627.09,36355,4044.76,-69481,-7755.81
000822.SZ,20260403,304315,19636.05,378629,24509.14,323841,20974.99,292711,18948.94,258436,16762.12,179911,11677.87,72857,4792.16,108198,7029.37,3620,494.46
000823.SZ,20260403,53369,6801.1,49652,6333.04,42277,5390.66,39910,5091.28,25931,3309.37,29126,3709.78,3004,384.66,5893,751.69,-20655,-2617.81
000825.SZ,20260403,97036,4174.96,86085,3707.09,102982,4436.31,98664,4249.04,72191,3111.44,71904,3095.46,4652,199.7,20208,870.81,-46729,-2009.92
000826.SZ,20260403,170143,3348.69,145562,2863.45,121689,2393.8,107198,2111.93,82593,1626.88,109700,2160.67,13213,257.65,25178,490.97,-107978,-2112.69
000828.SZ,20260403,15146,1497.08,19644,1941.31,16553,1636.12,21521,2126.67,10696,1056.77,7202,711.09,17360,1712.9,11388,1123.8,-18276,-1802.21
000829.SZ,20260403,97023,9868.05,136764,13953.74,103844,10584.7,94039,9588.55,75555,7744.33,47178,4814.8,4480,452.65,2921,292.64,18955,1969.82
000830.SZ,20260403,96740,14803.82,84682,12956.72,91292,13985.5,96709,14808.09,66987,10257.79,64341,9863.14,10017,1527.13,19304,2946.28,-31344,-4786.95
000831.SZ,20260403,45404,21446.98,48124,22747.46,58975,27877.47,52870,24998.75,38536,18228.0,38623,18263.73,12125,5732.59,15422,7275.1,-8487,-3938.85
000833.SZ,20260403,149283,35516.61,119314,28383.04,154012,36635.75,152648,36340.02,114616,27268.18,123389,29380.25,46534,11058.97,69094,16376.19,-71960,-17088.1
000837.SZ,20260403,44994,4596.32,37114,3793.48,32450,3313.64,31810,3247.89,17816,1819.38,24109,2458.66,1027,104.14,3254,333.44,-24778,-2525.61
000838.SZ,20260403,100763,2051.24,112693,2300.19,96468,1966.22,101912,2078.08,73335,1499.22,54661,1114.23,10699,217.66,11999,241.84,-17967,-357.35
